meal_plan_id,plan_title_vi,goal_code,goal_name_vi,target_kcal,style_code,style_name_vi,level_code,level_name_vi,meals_per_day,protein_target_g,fat_target_g,carb_target_g,hydration_guideline,meal_timing_note,notes
MP0080,Meal plan Tăng cơ 2800 kcal - meal prep nhanh,muscle_gain,Tăng cơ,2800,quick_prep,meal prep nhanh,intermediate,Trung cấp,4,156,78,368,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0081,Meal plan Tăng cơ 3000 kcal - cân bằng,muscle_gain,Tăng cơ,3000,balanced,cân bằng,beginner,Mới bắt đầu,5,140,83,423,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0082,Meal plan Tăng cơ 3000 kcal - cân bằng,muscle_gain,Tăng cơ,3000,balanced,cân bằng,intermediate,Trung cấp,3,156,83,407,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0083,Meal plan Tăng cơ 3000 kcal - giàu protein,muscle_gain,Tăng cơ,3000,high_protein,giàu protein,beginner,Mới bắt đầu,4,140,83,423,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0084,Meal plan Tăng cơ 3000 kcal - giàu protein,muscle_gain,Tăng cơ,3000,high_protein,giàu protein,intermediate,Trung cấp,5,156,83,407,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0085,Meal plan Tăng cơ 3000 kcal - ăn chay có sữa/trứng,muscle_gain,Tăng cơ,3000,vegetarian,ăn chay có sữa/trứng,beginner,Mới bắt đầu,5,140,83,423,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0086,Meal plan Tăng cơ 3000 kcal - ăn chay có sữa/trứng,muscle_gain,Tăng cơ,3000,vegetarian,ăn chay có sữa/trứng,intermediate,Trung cấp,4,156,83,407,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0087,Meal plan Tăng cơ 3000 kcal - meal prep nhanh,muscle_gain,Tăng cơ,3000,quick_prep,meal prep nhanh,beginner,Mới bắt đầu,5,140,83,423,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0088,Meal plan Tăng cơ 3000 kcal - meal prep nhanh,muscle_gain,Tăng cơ,3000,quick_prep,meal prep nhanh,intermediate,Trung cấp,5,156,83,407,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0089,Meal plan Tăng sức mạnh 2400 kcal - cân bằng,strength,Tăng sức mạnh,2400,balanced,cân bằng,beginner,Mới bắt đầu,5,112,67,337,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0090,Meal plan Tăng sức mạnh 2400 kcal - cân bằng,strength,Tăng sức mạnh,2400,balanced,cân bằng,intermediate,Trung cấp,3,125,67,324,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0091,Meal plan Tăng sức mạnh 2400 kcal - giàu protein,strength,Tăng sức mạnh,2400,high_protein,giàu protein,beginner,Mới bắt đầu,5,112,67,337,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0092,Meal plan Tăng sức mạnh 2400 kcal - giàu protein,strength,Tăng sức mạnh,2400,high_protein,giàu protein,intermediate,Trung cấp,5,125,67,324,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0093,Meal plan Tăng sức mạnh 2400 kcal - ăn chay có sữa/trứng,strength,Tăng sức mạnh,2400,vegetarian,ăn chay có sữa/trứng,beginner,Mới bắt đầu,4,112,67,337,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0094,Meal plan Tăng sức mạnh 2400 kcal - ăn chay có sữa/trứng,strength,Tăng sức mạnh,2400,vegetarian,ăn chay có sữa/trứng,intermediate,Trung cấp,5,125,67,324,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0095,Meal plan Tăng sức mạnh 2400 kcal - meal prep nhanh,strength,Tăng sức mạnh,2400,quick_prep,meal prep nhanh,beginner,Mới bắt đầu,3,112,67,337,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0096,Meal plan Tăng sức mạnh 2400 kcal - meal prep nhanh,strength,Tăng sức mạnh,2400,quick_prep,meal prep nhanh,intermediate,Trung cấp,5,125,67,324,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0097,Meal plan Tăng sức mạnh 2700 kcal - cân bằng,strength,Tăng sức mạnh,2700,balanced,cân bằng,beginner,Mới bắt đầu,5,112,75,394,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0098,Meal plan Tăng sức mạnh 2700 kcal - cân bằng,strength,Tăng sức mạnh,2700,balanced,cân bằng,intermediate,Trung cấp,5,125,75,381,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0099,Meal plan Tăng sức mạnh 2700 kcal - giàu protein,strength,Tăng sức mạnh,2700,high_protein,giàu protein,beginner,Mới bắt đầu,3,112,75,394,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0100,Meal plan Tăng sức mạnh 2700 kcal - giàu protein,strength,Tăng sức mạnh,2700,high_protein,giàu protein,intermediate,Trung cấp,4,125,75,381,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0101,Meal plan Tăng sức mạnh 2700 kcal - ăn chay có sữa/trứng,strength,Tăng sức mạnh,2700,vegetarian,ăn chay có sữa/trứng,beginner,Mới bắt đầu,3,112,75,394,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0102,Meal plan Tăng sức mạnh 2700 kcal - ăn chay có sữa/trứng,strength,Tăng sức mạnh,2700,vegetarian,ăn chay có sữa/trứng,intermediate,Trung cấp,4,125,75,381,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0103,Meal plan Tăng sức mạnh 2700 kcal - meal prep nhanh,strength,Tăng sức mạnh,2700,quick_prep,meal prep nhanh,beginner,Mới bắt đầu,5,112,75,394,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0104,Meal plan Tăng sức mạnh 2700 kcal - meal prep nhanh,strength,Tăng sức mạnh,2700,quick_prep,meal prep nhanh,intermediate,Trung cấp,4,125,75,381,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0105,Meal plan Tập tại nhà 2000 kcal - cân bằng,home_training,Tập tại nhà,2000,balanced,cân bằng,beginner,Mới bắt đầu,5,112,56,262,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0106,Meal plan Tập tại nhà 2000 kcal - cân bằng,home_training,Tập tại nhà,2000,balanced,cân bằng,intermediate,Trung cấp,5,125,56,249,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0107,Meal plan Tập tại nhà 2000 kcal - giàu protein,home_training,Tập tại nhà,2000,high_protein,giàu protein,beginner,Mới bắt đầu,5,112,56,262,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0108,Meal plan Tập tại nhà 2000 kcal - giàu protein,home_training,Tập tại nhà,2000,high_protein,giàu protein,intermediate,Trung cấp,5,125,56,249,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0109,Meal plan Tập tại nhà 2000 kcal - ăn chay có sữa/trứng,home_training,Tập tại nhà,2000,vegetarian,ăn chay có sữa/trứng,beginner,Mới bắt đầu,3,112,56,262,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0110,Meal plan Tập tại nhà 2000 kcal - ăn chay có sữa/trứng,home_training,Tập tại nhà,2000,vegetarian,ăn chay có sữa/trứng,intermediate,Trung cấp,4,125,56,249,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0111,Meal plan Tập tại nhà 2000 kcal - meal prep nhanh,home_training,Tập tại nhà,2000,quick_prep,meal prep nhanh,beginner,Mới bắt đầu,3,112,56,262,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0112,Meal plan Tập tại nhà 2000 kcal - meal prep nhanh,home_training,Tập tại nhà,2000,quick_prep,meal prep nhanh,intermediate,Trung cấp,3,125,56,249,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0113,Meal plan Ưu tiên mông 2400 kcal - cân bằng,glute_focus,Ưu tiên mông,2400,balanced,cân bằng,beginner,Mới bắt đầu,4,140,67,309,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0114,Meal plan Ưu tiên mông 2400 kcal - cân bằng,glute_focus,Ưu tiên mông,2400,balanced,cân bằng,intermediate,Trung cấp,4,156,67,293,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0115,Meal plan Ưu tiên mông 2400 kcal - giàu protein,glute_focus,Ưu tiên mông,2400,high_protein,giàu protein,beginner,Mới bắt đầu,4,140,67,309,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0116,Meal plan Ưu tiên mông 2400 kcal - giàu protein,glute_focus,Ưu tiên mông,2400,high_protein,giàu protein,intermediate,Trung cấp,3,156,67,293,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0117,Meal plan Ưu tiên mông 2400 kcal - ăn chay có sữa/trứng,glute_focus,Ưu tiên mông,2400,vegetarian,ăn chay có sữa/trứng,beginner,Mới bắt đầu,3,140,67,309,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0118,Meal plan Ưu tiên mông 2400 kcal - ăn chay có sữa/trứng,glute_focus,Ưu tiên mông,2400,vegetarian,ăn chay có sữa/trứng,intermediate,Trung cấp,5,156,67,293,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0119,Meal plan Ưu tiên mông 2400 kcal - meal prep nhanh,glute_focus,Ưu tiên mông,2400,quick_prep,meal prep nhanh,beginner,Mới bắt đầu,3,140,67,309,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0120,Meal plan Ưu tiên mông 2400 kcal - meal prep nhanh,glute_focus,Ưu tiên mông,2400,quick_prep,meal prep nhanh,intermediate,Trung cấp,4,156,67,293,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
