plan_day_id,plan_id,day_number,day_title_vi,focus,warmup,cooldown,intensity_note
WPD00098,WP0029,2,Ngày 2 - Full Body B,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00099,WP0029,3,Ngày 3 - Core & conditioning,core_conditioning,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00100,WP0030,1,Ngày 1 - Full Body A,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00101,WP0030,2,Ngày 2 - Full Body B,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00102,WP0030,3,Ngày 3 - Core & conditioning,core_conditioning,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00103,WP0031,1,Ngày 1 - Full Body A,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00104,WP0031,2,Ngày 2 - Full Body B,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00105,WP0031,3,Ngày 3 - Core & conditioning,core_conditioning,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00106,WP0032,1,Ngày 1 - Full Body A,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00107,WP0032,2,Ngày 2 - Full Body B,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00108,WP0032,3,Ngày 3 - Core & conditioning,core_conditioning,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00109,WP0033,1,Ngày 1 - Full Body A,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00110,WP0033,2,Ngày 2 - Full Body B,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00111,WP0033,3,Ngày 3 - Core & conditioning,core_conditioning,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00112,WP0034,1,Ngày 1 - Mông & đùi sau,glutes,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00113,WP0034,2,Ngày 2 - Thân trên hỗ trợ,upper_pull,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00114,WP0034,3,Ngày 3 - Mông & đùi trước,glutes,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00115,WP0035,1,Ngày 1 - Glute Strength,glutes,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00116,WP0035,2,Ngày 2 - Upper hỗ trợ,upper_push,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00117,WP0035,3,Ngày 3 - Glute Hypertrophy,glutes,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00118,WP0035,4,Ngày 4 - Lower + core,lower,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00119,WP0036,1,Ngày 1 - Mông & đùi sau,glutes,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00120,WP0036,2,Ngày 2 - Thân trên hỗ trợ,upper_pull,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00121,WP0036,3,Ngày 3 - Mông & đùi trước,glutes,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00122,WP0037,1,Ngày 1 - Glute Strength,glutes,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00123,WP0037,2,Ngày 2 - Upper hỗ trợ,upper_push,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00124,WP0037,3,Ngày 3 - Glute Hypertrophy,glutes,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00125,WP0037,4,Ngày 4 - Lower + core,lower,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00126,WP0038,1,Ngày 1 - Mông & đùi sau,glutes,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00127,WP0038,2,Ngày 2 - Thân trên hỗ trợ,upper_pull,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00128,WP0038,3,Ngày 3 - Mông & đùi trước,glutes,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00129,WP0039,1,Ngày 1 - Glute Strength,glutes,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00130,WP0039,2,Ngày 2 - Upper hỗ trợ,upper_push,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00131,WP0039,3,Ngày 3 - Glute Hypertrophy,glutes,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00132,WP0039,4,Ngày 4 - Lower + core,lower,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00133,WP0040,1,Ngày 1 - Toàn thân tại nhà,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00134,WP0040,2,Ngày 2 - Toàn thân tại nhà,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00135,WP0040,3,Ngày 3 - Core & conditioning,core_conditioning,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00136,WP0041,1,Ngày 1 - Full Body A,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00137,WP0041,2,Ngày 2 - Full Body B,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00138,WP0041,3,Ngày 3 - Upper,upper_pull,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00139,WP0041,4,Ngày 4 - Lower,lower,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00140,WP0042,1,Ngày 1 - Toàn thân tại nhà,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00141,WP0042,2,Ngày 2 - Toàn thân tại nhà,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00142,WP0042,3,Ngày 3 - Core & conditioning,core_conditioning,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00143,WP0043,1,Ngày 1 - Full Body A,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00144,WP0043,2,Ngày 2 - Full Body B,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00145,WP0043,3,Ngày 3 - Upper,upper_pull,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00146,WP0043,4,Ngày 4 - Lower,lower,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00147,WP0044,1,Ngày 1 - Toàn thân tại nhà,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00148,WP0044,2,Ngày 2 - Toàn thân tại nhà,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00149,WP0044,3,Ngày 3 - Core & conditioning,core_conditioning,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00150,WP0045,1,Ngày 1 - Full Body A,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00151,WP0045,2,Ngày 2 - Full Body B,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00152,WP0045,3,Ngày 3 - Upper,upper_pull,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00153,WP0045,4,Ngày 4 - Lower,lower,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00154,WP0046,1,Ngày 1 - Full Body A,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00155,WP0046,2,Ngày 2 - Full Body B,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00156,WP0046,3,Ngày 3 - Core & conditioning,core_conditioning,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00157,WP0047,1,Ngày 1 - Full Body A,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00158,WP0047,2,Ngày 2 - Full Body B,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00159,WP0047,3,Ngày 3 - Core & conditioning,core_conditioning,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00160,WP0048,1,Ngày 1 - Upper Push,upper_push,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00161,WP0048,2,Ngày 2 - Lower,lower,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00162,WP0048,3,Ngày 3 - Upper Pull,upper_pull,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00163,WP0048,4,Ngày 4 - Lower + Core,lower,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00164,WP0049,1,Ngày 1 - Upper Push,upper_push,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00165,WP0049,2,Ngày 2 - Lower,lower,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00166,WP0049,3,Ngày 3 - Upper Pull,upper_pull,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00167,WP0049,4,Ngày 4 - Lower + Core,lower,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00168,WP0050,1,Ngày 1 - Full Body A,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00169,WP0050,2,Ngày 2 - Full Body B,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00170,WP0050,3,Ngày 3 - Core & conditioning,core_conditioning,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00171,WP0051,1,Ngày 1 - Full Body A,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00172,WP0051,2,Ngày 2 - Full Body B,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00173,WP0051,3,Ngày 3 - Core & conditioning,core_conditioning,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00174,WP0052,1,Ngày 1 - Upper Push,upper_push,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00175,WP0052,2,Ngày 2 - Lower,lower,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00176,WP0052,3,Ngày 3 - Upper Pull,upper_pull,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00177,WP0052,4,Ngày 4 - Lower + Core,lower,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00178,WP0053,1,Ngày 1 - Upper Push,upper_push,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00179,WP0053,2,Ngày 2 - Lower,lower,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00180,WP0053,3,Ngày 3 - Upper Pull,upper_pull,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00181,WP0053,4,Ngày 4 - Lower + Core,lower,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00182,WP0054,1,Ngày 1 - Full Body A,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00183,WP0054,2,Ngày 2 - Full Body B,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00184,WP0054,3,Ngày 3 - Core & conditioning,core_conditioning,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00185,WP0055,1,Ngày 1 - Full Body A,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00186,WP0055,2,Ngày 2 - Full Body B,full_body,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00187,WP0055,3,Ngày 3 - Core & conditioning,core_conditioning,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00188,WP0056,1,Ngày 1 - Upper Push,upper_push,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00189,WP0056,2,Ngày 2 - Lower,lower,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00190,WP0056,3,Ngày 3 - Upper Pull,upper_pull,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00191,WP0056,4,Ngày 4 - Lower + Core,lower,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00192,WP0057,1,Ngày 1 - Upper Push,upper_push,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00193,WP0057,2,Ngày 2 - Lower,lower,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00194,WP0057,3,Ngày 3 - Upper Pull,upper_pull,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
WPD00195,WP0057,4,Ngày 4 - Lower + Core,lower,5-8 phút cardio nhẹ + 2-4 bài mobility liên quan.,Đi bộ nhẹ 3-5 phút + giãn nhẹ các nhóm cơ vừa tập.,Giữ 1-3 RIR cho phần lớn set làm việc.
